Field #,Common Name,Band #,Year,Month,Day,Age,Sex,Breeding,Stage,Capture code,Blood,Feathers,Carcass,Country code,State,City/Town,Area/Reserve,Station,Lat,Lon,Contact,Field Notes,Location Code,MAPS Code,Observer
03N3879,Common Yellowthroat,225064127,2003,JUL,1,A,M,Yes,Breeding,N,,Y,,US,AK,Beaver Creek,,Chisana River,62.68,-141.26,JULIAN WOOD,,TNWR,CHIS,
11N2706,Common Yellowthroat,259060117,2011,May,11,S,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2713,Common Yellowthroat,192024298,2011,May,2,O,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2714,Common Yellowthroat,192024299,2011,May,2,S,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2724,Common Yellowthroat,259060107,2011,May,2,S,F,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2726,Common Yellowthroat,240084850,2011,May,2,O,F,Yes,Breeding,R,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2727,Common Yellowthroat,259060110,2011,May,2,O,F,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2728,Common Yellowthroat,192024259,2011,May,2,O,M,Yes,Breeding,R,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2730,Common Yellowthroat,240084850,2011,May,11,O,F,Yes,Breeding,R,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2731,Common Yellowthroat,259060131,2011,May,11,O,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2732,Common Yellowthroat,259060129,2011,May,11,O,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2736,Common Yellowthroat,259060124,2011,May,11,O,F,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2741,Common Yellowthroat,259060120,2011,May,11,O,F,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2745,Common Yellowthroat,259060147,2011,May,25,S,F,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2747,Common Yellowthroat,259060144,2011,May,25,S,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2748,Common Yellowthroat,259060117,2011,May,25,S,M,Yes,Breeding,R,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2752,Common Yellowthroat,259060134,2011,May,25,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2754,Common Yellowthroat,259060175,2011,Jun,15,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2756,Common Yellowthroat,259060173,2011,Jun,15,O,F,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2757,Common Yellowthroat,259060166,2011,Jun,15,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2758,Common Yellowthroat,259060164,2011,Jun,15,S,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2760,Common Yellowthroat,259060179,2011,Jun,24,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2761,Common Yellowthroat,259060176,2011,Jun,24,O,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2764,Common Yellowthroat,259060153,2011,Jun,3,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2766,Common Yellowthroat,259060151,2011,Jun,3,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2767,Common Yellowthroat,192024284,2011,Jun,3,O,M,Yes,Breeding,R,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2770,Common Yellowthroat,259060189,2011,Jun,24,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2772,Common Yellowthroat,259060188,2011,Jun,24,S,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2773,Common Yellowthroat,259060191,2011,Jul,6,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2774,Common Yellowthroat,225048420,2011,Jul,27,O,M,No,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2775,Common Yellowthroat,240084987,2011,Jul,27,O,M,No,Breeding,R,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2776,Common Yellowthroat,259060175,2011,Jul,15,H,M,No,Breeding,R,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2777,Common Yellowthroat,225048412,2011,Jul,15,H,M,No,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2778,Common Yellowthroat,225048411,2011,Jul,15,O,M,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2779,Common Yellowthroat,225048405,2011,Jul,15,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2780,Common Yellowthroat,259060198,2011,Jul,6,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2781,Common Yellowthroat,259060197,2011,Jul,6,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2782,Common Yellowthroat,259060196,2011,Jul,6,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2785,Common Yellowthroat,259060194,2011,Jul,6,H,U,Yes,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2793,Common Yellowthroat,225049425,2011,Aug,5,H,U,No,Breeding,N,N,Y,,US,,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
11N2794,Common Yellowthroat,225048422,2011,Aug,5,H,M,No,Breeding,N,N,Y,,US,F,Yakutat,,,60.19,-141.19,Belinda Lopez,,NOLF,NOLF,
97N5014,Common Yellowthroat,,1997,JUN,16,U,F,Y,Breeding,,,Y,,CA,BC,NO INFO,VANCOVER ISLAND,OYSTER RIVER,49.87,-125.13,,,,NO INFO,MK
05N6219,Common Yellowthroat,243068138,2005,AUG,11,H,M,,Breeding,N,,Y,,US,CA,Orick,Golden Gate National Recreatio,Redwood Creek,41.3,-124.04,Renee Cormier,,RFSL,RECR,Renee Cormier
00N7277,Common Yellowthroat,219052021,2000,JUN,24,A,F,Yes,Breeding,N,,Y,,US,OR,Greenleaf,SIUSLAW NATIONAL FOREST,Salvation Meadow,44.26,-123.74,,,SIUS,SAME,
04N5182,Common Yellowthroat,232087614,2004,JUN,19,JUV,U,N,Breeding,,,Y,,US,CA,Marshal,,Livermore Marsh,38.17,-122.9,,,LIVE,LIVE,
05N1383,Common Yellowthroat,231032823,2005,JUN,25,AD,M,Y,Breeding,Y,,Y,,US,CA,Marshal,MAPS,Livermore Marsh,38.17,-122.9,Suzanne Tomassi,,LIVE,LIVE,
05N1388,Common Yellowthroat,232087660,2005,JUL,16,JUV,U,N,Breeding,N,,Y,,US,CA,Marshal,MAPS,Livermore Marsh,38.17,-122.9,Suzanne Tomassi,,LIVE,LIVE,
16N0003,Common Yellowthroat,277069828,2016,JUN,28,O,M,Yes,Breeding,N,N,Y,,US,CA,Marshal,,Livermore Marsh,38.17,-122.9,Steve Albert,,LIVE,LIVE,
16N0004,Common Yellowthroat,254148455,2016,JUN,18,O,F,Yes,Breeding,R,N,Y,,US,CA,Marshal,,Livermore Marsh,38.17,-122.9,Steve Albert,,LIVE,LIVE,
05N6220,Common Yellowthroat,229059286,2005,JUN,21,A,M,Yes,Breeding,N,,Y,,US,CA,Point Reyes Station,Golden Gate National Recreatio,Muddy Hollow,38.05,-122.87,DIANA HUMPLE,,PALO,MUHO,
05N6221,Common Yellowthroat,229059261,2005,JUN,3,A,M,Yes,Breeding,N,,Y,,US,CA,Point Reyes Station,Golden Gate National Recreatio,Muddy Hollow,38.05,-122.87,DIANA HUMPLE,,PALO,MUHO,
06N3999,Common Yellowthroat,244085202,2006,JUL,21,H,U,No,Breeding,N,,Y,,US,CA,Point Reyes Station,Golden Gate National Recreatio,Muddy Hollow,38.05,-122.87,DIANA HUMPLE,,PALO,MUHO,
06N4000,Common Yellowthroat,243068351,2006,MAY,12,A,M,Yes,Breeding,N,,Y,,US,CA,Point Reyes Station,Golden Gate National Recreatio,Muddy Hollow,38.05,-122.87,DIANA HUMPLE,,PALO,MUHO,
09N1168,Common Yellowthroat,247071192,2007,JUN,11,AHY,F,Y,Breeding,N,,Y,,US,CA,Point Reyes Station,,"PRBO Consevation Science, Palomarin Field Station",38.05,-122.87,Renee Cormier/ Diana Humple,,PALO,MUHO,
99N0608,Common Yellowthroat,214071086,1999,JUL,6,H,U,U,Breeding,N,,Y,,US,CA,Point Reyes Station,Point Reyes Bird Observatory,MUDDY HOLLOW PT. REYES STATION,38.05,-122.87,,,PALO,MUHO,PRBO
01N4809,Common Yellowthroat,221009857,2001,JUL,5,A,M,U,Breeding,N,,Y,,US,CA,Bolinas,Point Reyes Bird Observatiory,Pine Gulch,37.92,-122.69,,,PALO,PIGU,
05N6225,Common Yellowthroat,229059219,2005,MAY,3,A,M,Yes,Breeding,N,,Y,,US,CA,Bolinas,Golden Gate National Recreatio,Pine Gulch Creek,37.92,-122.69,DIANA HUMPLE,,PALO,PIGU,
99N0609,Common Yellowthroat,171019398,1999,JUL,8,A,M,U,Breeding,R,,Y,,US,CA,Bolinas,PRBO,PINE GULCH CREEK,37.92,-122.69,,,PALO,PIGU,PRBO
99N0610,Common Yellowthroat,239053877,1999,JUN,23,A,M,Y,Breeding,R,,Y,,US,CA,Bolinas,PRBO,PINE GULCH CREEK,37.92,-122.69,,,PALO,PIGU,PRBO
99N0611,Common Yellowthroat,214071090,1999,JUL,8,H,U,U,Breeding,N,,Y,,US,CA,Bolinas,PRBO,PINE GULCH CREEK,37.92,-122.69,,,PALO,PIGU,PRBO
99N0614,Common Yellowthroat,214071079,1999,JUN,23,A,M,Y,Breeding,N,,Y,,US,CA,Bolinas,PRBO,PINE GULCH CREEK,37.92,-122.69,,,PALO,PIGU,PRBO
99N0616,Common Yellowthroat,171019388,1999,JUN,23,A,M,U,Breeding,R,,Y,,US,CA,Bolinas,PRBO,PINE GULCH CREEK,37.92,-122.69,,,PALO,PIGU,PRBO
97N5016,Common Yellowthroat,0,1997,JUN,21,A,M,Y,Breeding,,,Y,,CA,BC,VANCOVER,NO INFO,PITT LAKE,49.44,-122.53,,,,NO INFO,MK
97N5018,Common Yellowthroat,0,1997,JUN,21,A,M,Y,Breeding,,,Y,,CA,BC,VANCOVER,NO INFO,PITT LAKE,49.44,-122.53,,,,NO INFO,MK
97N5019,Common Yellowthroat,0,1997,JUN,21,A,F,Y,Breeding,,,Y,,CA,BC,VANCOVER,NO INFO,PITT LAKE,49.44,-122.53,,,,NO INFO,MK
97N5022,Common Yellowthroat,0,1997,JUN,21,A,F,Y,Breeding,,,Y,,CA,BC,VANCOVER,NO INFO,PITT LAKE,49.44,-122.53,,,,NO INFO,MK
97N5023,Common Yellowthroat,0,1997,JUN,21,A,M,Y,Breeding,,,Y,,CA,BC,VANCOVER,NO INFO,PITT LAKE,49.44,-122.53,,,,NO INFO,MK
97N5024,Common Yellowthroat,0,1997,JUN,21,A,M,Y,Breeding,,,Y,,CA,BC,VANCOVER,NO INFO,PITT LAKE,49.44,-122.53,,,,NO INFO,MK
02N3558,Common Yellowthroat,225073606,2002,JUN,26,A,M,Yes,Breeding,N,,Y,,US,CA,San Pablo Bay,,Black John Slough,38.14,-122.52,Hildie Spautz,DK/DS,BJ,A,
02N3559,Common Yellowthroat,225073607,2002,JUN,26,A,F,Yes,Breeding,N,,Y,,US,CA,San Pablo Bay,,Black John Slough,38.14,-122.52,Hildie Spautz,S/KDK,BJ,A,
02N3560,Common Yellowthroat,225073614,2002,JUL,5,H,U,No,Breeding,N,,Y,,US,CA,San Pablo Bay,,Black John Slough,38.14,-122.52,Hildie Spautz,DYO/S,BJ,A,
02N3561,Common Yellowthroat,225073615,2002,JUL,5,H,U,No,Breeding,N,,Y,,US,CA,San Pablo Bay,,Black John Slough,38.14,-122.52,Hildie Spautz,WD/RS,BJ,A,
02N3562,Common Yellowthroat,225073616,2002,JUL,8,A,F,No,Breeding,N,,Y,,US,CA,San Pablo Bay,,Black John Slough,38.14,-122.52,Hildie Spautz,KDB/S,BJ,A,
02N3563,Common Yellowthroat,225073621,2002,JUL,27,A,M,Yes,Breeding,N,,Y,,US,CA,San Pablo Bay,,Black John Slough,38.14,-122.52,Hildie Spautz,DWO/S,BJ,A,
02N3564,Common Yellowthroat,225073641,2002,JUN,7,A,M,Yes,Breeding,N,,Y,,US,CA,San Pablo Bay,,Black John Slough,38.14,-122.52,Hildie Spautz,No combo.,BJ,AIP1,
02N8373,Common Yellowthroat,214003784,2002,JUN,16,A,M,U,Breeding,R,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis ,47.06,-122.49, ,,FTLE,FTLE , 
02N8374,Common Yellowthroat,214003910,2002,JUN,16,A,M,Yes,Breeding,R,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis ,47.06,-122.49, ,,FTLE,FTLE , 
02N8375,Common Yellowthroat,225063790,2002,JUN,16,A,M,U,Breeding,N,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis ,47.06,-122.49, ,,FTLE,FTLE , 
02N8385,Common Yellowthroat,207000262,2002,JUL,23,H,U,No,Breeding,N,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
02N8396,Common Yellowthroat,177050764,2002,JUN,30,A,F,Yes,Breeding,R,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
02N8398,Common Yellowthroat,225064045,2002,JUN,26,A,M,Yes,Breeding,N,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
02N8407,Common Yellowthroat,225064065,2002,JUL,5,A,M,Yes,Breeding,N,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
02N8408,Common Yellowthroat,225064066,2002,JUL,5,A,M,Yes,Breeding,N,,Y,,US,WA,Roy,Wanas Creek-Hardy Canyon,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
02N8440,Common Yellowthroat,225064095,2002,JUL,17,A,M,Yes,Breeding,N,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
03N3001,Common Yellowthroat,218123435,2003,JUL,2,A,F,Yes,Breeding,R,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,,FTLE,FTLE,
03N3003,Common Yellowthroat,232065351,2003,AUG,8,H,U,No,Breeding,N,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,,FTLE,FTLE,
03N3005,Common Yellowthroat,232065323,2003,JUL,26,H,U,No,Breeding,N,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,,FTLE,FTLE,
03N3006,Common Yellowthroat,232065322,2003,JUL,26,H,U,No,Breeding,N,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,,FTLE,FTLE,
03N3007,Common Yellowthroat,232065311,2003,JUN,26,H,U,No,Breeding,N,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,,FTLE,FTLE,
03N3016,Common Yellowthroat,232065296,2003,JUL,2,A,M,Yes,Breeding,N,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,,FTLE,FTLE,
03N3022,Common Yellowthroat,232065265,2003,JUN,25,A,F,Yes,Breeding,N,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,,FTLE,FTLE,
03N3023,Common Yellowthroat,232065262,2003,JUN,2,A,M,U,Breeding,R,,Y,,US,WA,Roy,,Fort Lewis,47.06,-122.49,DON NORMAN,1ST 26 JUNE 03,FTLE,FTLE,
06N27108,Common Yellowthroat,232065910,2006,JUL,25,H,U,,Breeding,,,Y,,US,WA,Roy,MAPS,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
06N27110,Common Yellowthroat,232065953,2006,JUL,25,A,F,,Breeding,,,Y,,US,WA,Roy,MAPS,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
06N27115,Common Yellowthroat,232065265,2006,JUN,16,A,F,,Breeding,,,Y,,US,WA,Roy,MAPS,Fort Lewis,47.06,-122.49,Donald Norman,,FTLE,FTLE,
00N7257,Common Yellowthroat,214003737,2000,JUL,12,A,F,Yes,Breeding,N,,Y,,US,WA,,FORT LEWIS,,47.13,-122.49,"Don Norman
2112 NW 199th
Shoreline, WA 98177
donorman@aol.com",,,,
00N7258,Common Yellowthroat,214003733,2000,JUL,12,A,M,Yes,Breeding,R,,Y,,US,WA,,FORT LEWIS,,47.13,-122.49,"Don Norman
2112 NW 199th
Shoreline, WA 98177
donorman@aol.com",,,,
99N1199,Common Yellowthroat,214003627,1999,JUL,15,A,F,Yes,Breeding,N,,Y,,US,WA,,PIERCE CO.,FORT LEWIS,47.13,-122.49,NWC/NORMAN,,,,
99N1200,Common Yellowthroat,214003625,1999,JUN,26,A,F,Yes,Breeding,N,,Y,,US,WA,,PIERCE CO.,FORT LEWIS,47.13,-122.49,NWC/NORMAN,,,,
99N1201,Common Yellowthroat,214003624,1999,JUN,26,A,F,Yes,Breeding,N,,Y,,US,WA,,PIERCE CO.,FORT LEWIS,47.13,-122.49,NWC/NORMAN,,,,
06N27097,Common Yellowthroat,228071877,2006,JUN,7,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
06N27124,Common Yellowthroat,232065561,2006,JUN,6,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
06N27126,Common Yellowthroat,232065240,2006,JUN,6,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
06N27141,Common Yellowthroat,225064016,2006,JUN,23,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
06N27142,Common Yellowthroat,232065273,2006,JUN,23,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
06N27145,Common Yellowthroat,232065572,2006,JUN,12,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
06N27147,Common Yellowthroat,232065563,2006,JUN,6,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
06N27149,Common Yellowthroat,232065571,2006,JUN,12,A,M,,Breeding,,,Y,,US,WA,Spanaway,MAPS,BENSten,47.1,-122.48,Donald Norman,,FTLE,BENS,
07N37079,Common Yellowthroat,246052943,2007,JUL,28,A,F,Y,Breeding,N,,Y,,US,WA,Spanaway,LaMMNA,Norman Wildlife Consulting,47.1,-122.48,Donald Norman,NO DATA SHEET,FTLE,BENS,
08N21010,Common Yellowthroat,246098139,2008,JUL,22,ASY,M,N,Breeding,N,,Y,,US,WA,Spanaway,MAPS,,47.1,-122.48,Dan Froehlich and Don Norman,,FTLE,BENS,
08N21012,Common Yellowthroat,246098140,2008,JUL,22,SY,M,Y,Breeding,N,,Y,,US,WA,Spanaway,MAPS,,47.1,-122.48,Dan Froehlich and Don Norman,,FTLE,BENS,
08N21013,Common Yellowthroat,224177432,2008,JUL,22,SY,M,Y,Breeding,Y,,Y,,US,WA,Spanaway,MAPS,,47.1,-122.48,Dan Froehlich and Don Norman,,FTLE,BENS,
08N21016,Common Yellowthroat,246098141,2008,JUL,22,ASY,F,Y,Breeding,N,,Y,,US,WA,Spanaway,MAPS,,47.1,-122.48,Dan Froehlich and Don Norman,,FTLE,BENS,
08N21017,Common Yellowthroat,246052929,2008,JUL,22,AHY,F,Y,Breeding,Y,,Y,,US,WA,Spanaway,MAPS,,47.1,-122.48,Dan Froehlich and Don Norman,,FTLE,BENS,
02N8395,Common Yellowthroat,225064056,2002,JUN,30,A,M,Yes,Breeding,N,,Y,,US,WA,Spanaway,Wanas Creek-Hardy Canyon,McChord,47.09,-122.47,Donald Norman,,FTLE,MAFB,
02N8399,Common Yellowthroat,225064016,2002,JUN,22,,,,Breeding,,,Y,,US,WA,Spanaway,Wanas Creek-Hardy Canyon,McChord,47.09,-122.47,Donald Norman,,FTLE,MAFB,
02N8400,Common Yellowthroat,225064019,2002,JUN,22,A,F,Yes,Breeding,N,,Y,,US,WA,Spanaway,Wanas Creek-Hardy Canyon,McChord,47.09,-122.47,Donald Norman,,FTLE,MAFB,
02N8401,Common Yellowthroat,225064015,2002,JUN,22,A,F,Yes,Breeding,N,,Y,,US,WA,Spanaway,Wanas Creek-Hardy Canyon,McChord,47.09,-122.47,Donald Norman,,FTLE,MAFB,
02N8402,Common Yellowthroat,225064012,2002,JUN,22,A,M,Yes,Breeding,N,,Y,,US,WA,Spanaway,Wanas Creek-Hardy Canyon,McChord,47.09,-122.47,Donald Norman,,FTLE,MAFB,
03N3000,Common Yellowthroat,225064012,2003,AUG,3,A,M,No,Breeding,R,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3002,Common Yellowthroat,214003794,2003,JUN,28,A,M,Yes,Breeding,R,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3004,Common Yellowthroat,232065326,2003,JUL,23,H,M,No,Breeding,N,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3017,Common Yellowthroat,232065273,2003,JUN,28,A,M,Yes,Breeding,N,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3018,Common Yellowthroat,232065272,2003,JUN,28,A,F,Yes,Breeding,N,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3019,Common Yellowthroat,232065271,2003,JUN,28,A,M,Yes,Breeding,N,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3020,Common Yellowthroat,232065270,2003,JUN,28,A,M,Yes,Breeding,N,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3021,Common Yellowthroat,232065269,2003,JUN,28,H,U,No,Breeding,N,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
03N3024,Common Yellowthroat,232065237,2003,JUN,28,A,M,Yes,Breeding,R,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,1ST CAUGHT 31 MAY 03,FTLE,MAFB,
03N3025,Common Yellowthroat,232065227,2003,JUN,18,A,M,Yes,Breeding,R,,Y,,US,WA,Spanaway,,McChord,47.09,-122.47,DON NORMAN,,FTLE,MAFB,
02N8403,Common Yellowthroat,225063792,2002,,,A,F,Yes,Breeding,R,,Y,,US,WA,Spanaway,Wanas Creek-Hardy Canyon,McChord,47.09,-122.47,Donald Norman,,FTLE,MAFB,
00N2200,Common Yellowthroat,165193501,2000,JUN,29,H,,,Breeding,,,Y,,US,CA,San Pablo Bay,,,38.06,-122.41,Hildie Spautz,"MMO/S, body fthrs only; old sample",BJ,A,
02N8390,Common Yellowthroat,,2002,JUN,23,A,F,Yes,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8391,Common Yellowthroat,225064034,2002,JUN,23,A,M,Yes,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8392,Common Yellowthroat,225064031,2002,JUN,23,A,F,Yes,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8420,Common Yellowthroat,225064075,2002,JUL,6,H,U,No,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8421,Common Yellowthroat,225064074,2002,JUL,6,H,U,No,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8423,Common Yellowthroat,225064070,2002,JUL,6,H,U,No,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8424,Common Yellowthroat,225064073,2002,JUL,6,H,U,No,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8425,Common Yellowthroat,225064068,2002,JUL,6,A,F,Yes,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8441,Common Yellowthroat,225064092,2002,JUL,14,H,U,No,Breeding,N,,Y,,US ,WA,Graham,,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
02N8442,Common Yellowthroat,225064094,2002,JUL,14,H,U,No,Breeding,N,,Y,,US ,WA,Graham,Wanas Creek-Hardy Canyon,MORSe,47.03,-122.34,Donald Norman,,FTLE,MORS,
03N3009,Common Yellowthroat,227040265,2003,AUG,2,H,U,No,Breeding,N,,Y,,US ,WA,Graham,,MORSe,47.03,-122.34,DON NORMAN,,FTLE,MORS,
